Patroling Sections:
[489.225565892, 266.207941,-10] -> [56.212864, 516.207941,-10] -> 
[575.828106271, 316.207941,-10] -> [56.212864, 616.207941,-10] -> 
[662.430646649, 366.207941,-10] -> [56.212864, 716.207941,-10] -> 
[749.033187028, 416.207941,-10] -> [56.212864, 816.207941,-10] -> 
[835.635727406, 466.207941,-10] -> [56.212864, 916.207941,-10] -> 
[922.238267784, 516.207941,-10] -> [56.212864, 1016.207941,-10] -> 
[56.212864, 1016.207941,-10] -> [922.238267784, 516.207941,-10] -> 
[56.212864, 916.207941,-10] -> [835.635727406, 466.207941,-10] -> 
[56.212864, 816.207941,-10] -> [749.033187028, 416.207941,-10] -> 
[56.212864, 716.207941,-10] -> [662.430646649, 366.207941,-10] -> 
[56.212864, 616.207941,-10] -> [575.828106271, 316.207941,-10] -> 
[56.212864, 516.207941,-10] -> [489.225565892, 266.207941,-10] -> 
 End 

0: 56.212864, 516.207941, -10 {330, 0} -> 489.225565892, 266.207941, -10
192: 492.272589656437, 435.381683915431, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
193: 507.291119776456, 429.276254881680, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
194: 522.309649896475, 423.170825847928, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
195: 537.328180016494, 417.065396814176, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
196: 552.346710136513, 410.959967780424, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
197: 567.365240256533, 404.854538746672, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
198: 582.383770376552, 398.749109712920, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
199: 597.402300496571, 392.643680679168, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
200: 612.420830616590, 386.538251645416, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
201: 627.439360736609, 380.432822611665, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
202: 627.439360736609, 380.432822611665, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
203: 630.131876257033, 379.338243961100, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
204: 638.209422818308, 376.054508009407, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
205: 638.209422818308, 376.054508009407, -10.000000000000 {337.876959647944, 337.876959647944} -> 662.430646649107, 366.207941000001, -10.000000000000
206: 640.901938338733, 374.959929358843, -10.000000000000 {337.876959647944, 337.876959647944} -> 662.430646649107, 366.207941000001, -10.000000000000
207: 640.901938338733, 374.959929358843, -10.000000000000 {11.213729647944, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
208: 640.901938338733, 374.959929358843, -10.000000000000 {44.550499647944, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
209: 640.901938338733, 374.959929358843, -10.000000000000 {77.887269647944, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
210: 640.901938338733, 374.959929358843, -10.000000000000 {111.224039647944, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
211: 640.901938338733, 374.959929358843, -10.000000000000 {144.560809647944, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
212: 638.391700224320, 376.425005076664, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
213: 630.860985881082, 380.820232230129, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
214: 616.859177370141, 388.992249672293, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
215: 602.857368859200, 397.164267114457, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
216: 588.855560348259, 405.336284556621, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
217: 574.853751837317, 413.508301998785, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
218: 560.851943326376, 421.680319440949, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
219: 546.850134815435, 429.852336883113, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
220: 532.848326304494, 438.024354325277, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
221: 518.846517793552, 446.196371767441, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
222: 504.844709282611, 454.368389209605, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
223: 490.842900771670, 462.540406651770, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
224: 476.841092260729, 470.712424093934, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
225: 462.839283749787, 478.884441536098, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
226: 448.837475238846, 487.056458978262, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
227: 434.835666727905, 495.228476420426, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
228: 420.833858216964, 503.400493862590, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
229: 406.832049706023, 511.572511304754, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
230: 392.830241195081, 519.744528746918, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
231: 378.828432684140, 527.916546189082, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
232: 364.826624173199, 536.088563631246, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
233: 350.824815662258, 544.260581073410, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
234: 336.823007151317, 552.432598515575, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
235: 322.821198640375, 560.604615957739, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
236: 308.819390129434, 568.776633399903, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
237: 294.817581618493, 576.948650842067, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
238: 280.815773107552, 585.120668284231, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
239: 266.813964596611, 593.292685726395, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
240: 252.812156085669, 601.464703168559, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
241: 238.810347574728, 609.636720610724, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
242: 224.808539063787, 617.808738052888, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
243: 210.806730552846, 625.980755495052, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
244: 196.804922041905, 634.152772937216, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
245: 182.803113530963, 642.324790379380, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
246: 168.801305020022, 650.496807821544, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
247: 154.799496509081, 658.668825263708, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
248: 140.797687998140, 666.840842705872, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
249: 126.795879487199, 675.012860148037, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
250: 112.794070976257, 683.184877590201, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
251: 98.792262465316, 691.356895032365, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
252: 98.792262465316, 691.356895032365, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
253: 96.282024350904, 692.821970750186, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
254: 88.751310007666, 697.217197903651, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
255: 74.749501496724, 705.389215345815, -10.000000000000 {149.730448967814, 149.730448967814} -> 56.212864000000, 716.207941000000, -10.000000000000
256: 74.749501496724, 705.389215345815, -10.000000000000 {183.067218967814, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
257: 74.749501496724, 705.389215345815, -10.000000000000 {216.403988967814, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
258: 74.749501496724, 705.389215345815, -10.000000000000 {249.740758967814, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
259: 74.749501496724, 705.389215345815, -10.000000000000 {283.077528967814, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
260: 74.749501496724, 705.389215345815, -10.000000000000 {316.414298967814, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
261: 77.420705909610, 704.243611036038, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
262: 85.434319148267, 700.806798106707, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
263: 100.333978454715, 694.416754037696, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
264: 115.233637761162, 688.026709968685, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
265: 130.133297067609, 681.636665899675, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
266: 145.032956374057, 675.246621830664, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
267: 159.932615680504, 668.856577761654, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
268: 174.832274986951, 662.466533692643, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
269: 189.731934293398, 656.076489623632, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
270: 204.631593599846, 649.686445554622, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
271: 219.531252906293, 643.296401485611, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
272: 234.430912212740, 636.906357416600, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
273: 249.330571519188, 630.516313347590, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
274: 264.230230825635, 624.126269278579, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
275: 279.129890132082, 617.736225209568, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
276: 294.029549438530, 611.346181140558, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
277: 308.929208744977, 604.956137071547, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
278: 323.828868051424, 598.566093002537, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
279: 338.728527357871, 592.176048933526, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
280: 353.628186664319, 585.786004864515, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
281: 368.527845970766, 579.395960795505, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
282: 383.427505277213, 573.005916726494, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
283: 398.327164583661, 566.615872657483, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
284: 413.226823890108, 560.225828588473, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
285: 428.126483196555, 553.835784519462, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
286: 443.026142503002, 547.445740450452, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
287: 457.925801809450, 541.055696381441, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
288: 472.825461115897, 534.665652312430, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
289: 487.725120422344, 528.275608243420, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
290: 502.624779728792, 521.885564174409, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
291: 517.524439035239, 515.495520105398, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
292: 532.424098341686, 509.105476036388, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
293: 547.323757648133, 502.715431967377, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
294: 562.223416954581, 496.325387898366, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
295: 577.123076261028, 489.935343829356, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
296: 592.022735567475, 483.545299760345, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
297: 606.922394873922, 477.155255691334, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
298: 621.822054180370, 470.765211622324, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
299: 636.721713486817, 464.375167553313, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
300: 651.621372793264, 457.985123484302, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
301: 666.521032099712, 451.595079415292, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
302: 681.420691406159, 445.205035346281, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
303: 696.320350712606, 438.814991277270, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
304: 711.220010019054, 432.424947208260, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
305: 711.220010019054, 432.424947208260, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
306: 713.891214431939, 431.279342898482, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
307: 721.904827670597, 427.842529969151, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
308: 721.904827670597, 427.842529969151, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
309: 724.576032083482, 426.696925659374, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
310: 732.589645322140, 423.260112730043, -10.000000000000 {336.786870393580, 336.786870393580} -> 749.033187027550, 416.207941000001, -10.000000000000
311: 732.589645322140, 423.260112730043, -10.000000000000 {10.123640393580, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
312: 732.589645322140, 423.260112730043, -10.000000000000 {43.460410393580, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
313: 732.589645322140, 423.260112730043, -10.000000000000 {76.797180393580, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
314: 732.589645322140, 423.260112730043, -10.000000000000 {110.133950393580, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
315: 732.589645322140, 423.260112730043, -10.000000000000 {143.470720393580, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
316: 730.076479865336, 424.720161234966, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
317: 722.536983494924, 429.100306749736, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
318: 708.518846617614, 437.244282998540, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
319: 694.500709740303, 445.388259247344, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
320: 680.482572862993, 453.532235496148, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
321: 666.464435985682, 461.676211744952, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
322: 652.446299108372, 469.820187993757, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
323: 638.428162231061, 477.964164242561, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
324: 624.410025353751, 486.108140491365, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
325: 610.391888476440, 494.252116740169, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
326: 596.373751599129, 502.396092988974, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
327: 582.355614721819, 510.540069237778, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
328: 568.337477844508, 518.684045486582, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
329: 554.319340967198, 526.828021735386, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
330: 540.301204089887, 534.971997984190, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
331: 526.283067212577, 543.115974232995, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
332: 512.264930335266, 551.259950481799, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
333: 498.246793457956, 559.403926730603, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
334: 484.228656580645, 567.547902979407, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
335: 470.210519703335, 575.691879228211, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
336: 456.192382826024, 583.835855477015, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
337: 442.174245948714, 591.979831725820, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
338: 428.156109071403, 600.123807974624, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
339: 414.137972194093, 608.267784223428, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
340: 400.119835316782, 616.411760472232, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
341: 386.101698439472, 624.555736721037, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
342: 372.083561562161, 632.699712969841, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
343: 358.065424684851, 640.843689218645, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
344: 344.047287807540, 648.987665467449, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
345: 330.029150930230, 657.131641716254, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
346: 316.011014052919, 665.275617965058, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
347: 301.992877175609, 673.419594213862, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
348: 287.974740298298, 681.563570462666, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
349: 273.956603420988, 689.707546711471, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
350: 259.938466543677, 697.851522960275, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
351: 245.920329666367, 705.995499209079, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
352: 231.902192789056, 714.139475457883, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
353: 217.884055911746, 722.283451706688, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
354: 203.865919034435, 730.427427955492, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
355: 189.847782157125, 738.571404204296, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
356: 175.829645279814, 746.715380453101, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
357: 161.811508402504, 754.859356701905, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
358: 147.793371525193, 763.003332950709, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
359: 133.775234647883, 771.147309199513, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
360: 119.757097770572, 779.291285448318, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
361: 105.738960893262, 787.435261697122, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
362: 91.720824015951, 795.579237945926, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
363: 91.720824015951, 795.579237945926, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
364: 89.207658559148, 797.039286450849, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
365: 81.668162188736, 801.419431965619, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
366: 81.668162188736, 801.419431965619, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
367: 79.154996731932, 802.879480470542, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
368: 71.615500361521, 807.259625985311, -10.000000000000 {149.845127385164, 149.845127385164} -> 56.212864000000, 816.207941000000, -10.000000000000
369: 71.615500361521, 807.259625985311, -10.000000000000 {183.181897385164, 335.944449791776} -> 835.635727405994, 466.207941000001, -10.000000000000
370: 71.615500361521, 807.259625985311, -10.000000000000 {216.518667385164, 335.944449791776} -> 835.635727405994, 466.207941000001, -10.000000000000
371: 71.615500361521, 807.259625985311, -10.000000000000 {249.855437385164, 335.944449791776} -> 835.635727405994, 466.207941000001, -10.000000000000
372: 71.615500361521, 807.259625985311, -10.000000000000 {283.192207385164, 335.944449791776} -> 835.635727405994, 466.207941000001, -10.000000000000
373: 71.615500361521, 807.259625985311, -10.000000000000 {316.528977385164, 335.944449791776} -> 835.635727405994, 466.207941000001, -10.000000000000
374: 74.269572822595, 806.074872162204, -10.000000000000 {335.944449791776, 335.944449791776} -> 835.635727405994, 466.207941000001, -10.000000000000
375: 82.231790205818, 802.520610692881, -10.000000000000 {335.944449791776, 335.944449791776} -> 835.635727405994, 466.207941000001, -10.000000000000
376: 97.035889530402, 795.912195312479, -10.000000000000 {335.944449791776, 335.944449791776} -> 835.635727405994, 466.207941000001, -10.000000000000
377: 111.839988854986, 789.303779932076, -10.000000000000 {335.944449791776, 335.944449791776} -> 835.635727405994, 466.207941000001, -10.000000000000
378: 126.644088179571, 782.695364551673, -10.000000000000 {335.944449791776, 335.944449791776} -> 835.635727405994, 466.207941000001, -10.000000000000
379: 141.448187504155, 776.086949171271, -10.000000000000 {335.944449791776, 335.944449791776} -> 835.635727405994, 466.207941000001, -10.000000000000
380: 156.252286828739, 769.478533790868, -10.000000000000 {335.944449791776, 335.944449791776} -> 835.635727405994, 466.207941000001, -10.000000000000
381: 171.056386153324, 762.870118410466, -10.000000000000 {335.944449791776, 335.944449791776} -> 835.635727405994, 466.207941000001, -10.000000000000
382: 185.860485477908, 756.261703030063, -10.000000000000 {335.944449791776, 335.944449791776} -> 835.635727405994, 466.207941000001, -10.000000000000
383: 200.664584802492, 749.653287649661, -10.000000000000 {335.944449791776, 335.944449791776} -> 835.635727405994, 466.207941000001, -10.000000000000
384: 215.468684127077, 743.044872269258, -10.000000000000 {335.944449791776, 335.944449791776} -> 835.635727405994, 466.207941000001, -10.000000000000
385: 230.272783451661, 736.436456888856, -10.000000000000 {335.944449791776, 335.944449791776} -> 835.635727405994, 466.207941000001, -10.000000000000
386: 245.076882776245, 729.828041508453, -10.000000000000 {335.944449791776, 335.944449791776} -> 835.635727405994, 466.207941000001, -10.000000000000
387: 259.880982100830, 723.219626128050, -10.000000000000 {335.944449791776, 335.944449791776} -> 835.635727405994, 466.207941000001, -10.000000000000
388: 274.685081425414, 716.611210747648, -10.000000000000 {335.944449791776, 335.944449791776} -> 835.635727405994, 466.207941000001, -10.000000000000
389: 289.489180749998, 710.002795367245, -10.000000000000 {335.944449791776, 335.944449791776} -> 835.635727405994, 466.207941000001, -10.000000000000
